DailyRate,EmployeeCount,EmployeeNumber,Age,Gender,Education,EducationField,JobRole,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,BusinessTravel,DistanceFromHome,OverTime,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
313,1,258,51,Female,3,Medical,Healthcare Representative,Research & Development,4,3,2,3,3,3,Travel_Rarely,3,No,Single,13734,7,7,1,No
699,1,259,52,Male,4,Life Sciences,Manager,Research & Development,3,2,3,3,1,3,Travel_Rarely,1,No,Married,19999,33,18,11,No
894,1,260,27,Female,3,Medical,Research Scientist,Research & Development,4,3,2,3,4,2,Travel_Rarely,9,No,Single,2279,7,7,0,No
556,1,261,35,Male,2,Life Sciences,Manufacturing Director,Research & Development,2,2,3,3,1,3,Travel_Rarely,23,Yes,Married,5916,1,0,0,Yes
1344,1,262,43,Male,3,Medical,Research Scientist,Research & Development,4,4,4,3,4,4,Non-Travel,7,No,Divorced,2089,5,4,2,No
1195,1,264,45,Male,2,Medical,Manager,Research & Development,1,2,4,4,4,3,Non-Travel,2,No,Married,16792,20,8,11,No
290,1,267,37,Male,3,Life Sciences,Research Scientist,Research & Development,2,4,1,3,1,2,Travel_Rarely,21,Yes,Married,3564,8,7,1,No
138,1,269,35,Female,3,Medical,Laboratory Technician,Research & Development,2,3,2,3,4,3,Travel_Frequently,2,No,Single,4425,6,2,1,No
926,1,270,42,Female,2,Medical,Manufacturing Director,Research & Development,3,3,3,3,2,3,Non-Travel,21,No,Divorced,5265,5,3,0,No
1261,1,271,38,Male,4,Life Sciences,Manufacturing Director,Research & Development,4,3,3,3,2,3,Travel_Rarely,2,No,Married,6553,1,0,0,No
1084,1,273,38,Male,3,Technical Degree,Manufacturing Director,Research & Development,4,3,4,3,1,1,Travel_Rarely,29,No,Married,6261,7,7,1,No
472,1,274,27,Male,1,Technical Degree,Manufacturing Director,Research & Development,3,2,1,3,3,3,Travel_Frequently,1,No,Married,4298,2,2,2,No
1002,1,275,49,Male,4,Life Sciences,Manufacturing Director,Research & Development,4,3,4,3,1,3,Non-Travel,18,Yes,Divorced,6804,7,7,1,No
878,1,277,34,Male,4,Medical,Research Scientist,Research & Development,4,3,3,3,4,4,Travel_Frequently,10,Yes,Divorced,3815,5,3,2,No
905,1,281,40,Male,2,Medical,Laboratory Technician,Research & Development,3,3,4,3,3,4,Travel_Rarely,19,Yes,Married,2741,7,2,3,No
1180,1,282,38,Male,1,Medical,Healthcare Representative,Research & Development,2,3,1,3,2,3,Travel_Rarely,29,Yes,Married,6673,1,0,0,Yes
121,1,283,29,Female,3,Marketing,Sales Executive,Sales,2,3,4,4,4,2,Travel_Rarely,27,No,Married,7639,10,4,1,Yes
1136,1,284,22,Male,3,Life Sciences,Research Scientist,Research & Development,4,4,2,3,1,2,Travel_Rarely,5,Yes,Divorced,2328,4,2,2,No
635,1,286,36,Female,1,Medical,Laboratory Technician,Research & Development,2,3,4,3,1,3,Travel_Frequently,18,No,Single,2153,8,1,1,No
1151,1,287,40,Male,5,Life Sciences,Healthcare Representative,Research & Development,4,2,4,3,4,1,Non-Travel,9,No,Married,4876,3,2,0,No
644,1,288,46,Male,4,Medical,Healthcare Representative,Research & Development,4,3,1,3,3,3,Travel_Rarely,1,No,Divorced,9396,4,2,0,No
1045,1,291,32,Male,4,Medical,Sales Executive,Sales,4,1,4,3,3,2,Travel_Rarely,4,No,Married,10400,14,8,9,Yes
829,1,292,30,Male,1,Life Sciences,Manufacturing Director,Research & Development,3,2,3,4,3,3,Non-Travel,1,No,Single,8474,11,8,5,No
1242,1,293,27,Female,3,Life Sciences,Sales Executive,Sales,4,3,3,3,4,3,Travel_Frequently,20,No,Single,9981,7,7,0,No
1469,1,296,51,Male,4,Life Sciences,Research Director,Research & Development,2,2,2,3,4,1,Travel_Rarely,8,No,Married,12490,10,9,4,No
1005,1,297,30,Female,3,Technical Degree,Research Scientist,Research & Development,4,3,1,3,3,3,Travel_Rarely,3,Yes,Single,2657,5,2,0,Yes
896,1,298,41,Female,3,Life Sciences,Manager,Sales,4,3,4,3,3,3,Travel_Rarely,6,Yes,Single,13591,1,0,0,No
334,1,299,30,Female,4,Marketing,Sales Executive,Sales,3,2,1,3,3,2,Travel_Frequently,26,No,Single,6696,6,3,0,Yes
992,1,300,29,Male,3,Technical Degree,Research Scientist,Research & Development,3,3,3,3,4,2,Travel_Rarely,1,No,Single,2058,6,2,1,Yes
1052,1,302,45,Female,3,Medical,Sales Executive,Sales,4,2,4,3,4,3,Non-Travel,6,No,Single,8865,19,7,12,No
1147,1,303,54,Female,3,Marketing,Sales Executive,Sales,4,3,1,3,4,3,Travel_Rarely,3,No,Married,5940,6,2,0,No
1396,1,304,36,Male,2,Life Sciences,Laboratory Technician,Research & Development,4,3,2,3,4,4,Travel_Rarely,5,No,Single,5914,13,11,3,No
147,1,305,33,Female,4,Medical,Research Scientist,Research & Development,3,2,2,4,4,3,Travel_Rarely,4,No,Married,2622,3,2,1,No
663,1,306,37,Male,3,Other,Research Director,Research & Development,2,3,4,3,3,3,Travel_Frequently,11,Yes,Divorced,12185,10,8,0,No
119,1,307,38,Male,3,Life Sciences,Sales Executive,Sales,1,3,3,3,3,2,Travel_Rarely,3,No,Divorced,10609,16,10,5,No
979,1,308,31,Male,4,Medical,Manufacturing Director,Research & Development,3,1,3,3,4,3,Non-Travel,1,No,Married,4345,5,4,1,No
142,1,309,59,Male,3,Life Sciences,Research Scientist,Research & Development,3,2,4,3,1,3,Travel_Rarely,3,No,Married,2177,1,0,0,No
319,1,311,37,Male,4,Marketing,Sales Representative,Sales,1,3,4,3,3,3,Travel_Frequently,4,No,Divorced,2793,9,8,5,No
1413,1,312,29,Female,1,Medical,Sales Executive,Sales,2,3,4,3,4,3,Travel_Frequently,1,No,Married,7918,11,10,4,No
944,1,314,35,Female,3,Marketing,Sales Executive,Sales,3,3,3,3,1,4,Travel_Frequently,1,No,Single,8789,10,7,0,No
896,1,315,29,Male,1,Medical,Research Scientist,Research & Development,3,2,4,3,3,2,Travel_Rarely,18,Yes,Single,2389,4,3,0,Yes
1323,1,316,52,Female,3,Life Sciences,Laboratory Technician,Research & Development,3,2,4,3,2,2,Travel_Rarely,2,No,Single,3212,2,2,2,No
532,1,319,42,Male,2,Technical Degree,Manager,Research & Development,3,3,4,3,4,3,Travel_Rarely,4,No,Married,19232,22,17,11,No
818,1,321,59,Male,2,Medical,Human Resources,Human Resources,2,3,3,3,4,2,Travel_Rarely,6,No,Married,2267,2,2,2,No
854,1,323,50,Female,4,Medical,Manager,Sales,4,3,4,3,3,2,Travel_Rarely,1,No,Divorced,19517,7,0,0,No
813,1,325,33,Male,3,Medical,Laboratory Technician,Research & Development,3,3,4,3,3,1,Travel_Rarely,14,Yes,Married,2436,5,4,0,Yes
1034,1,327,43,Female,3,Marketing,Manager,Sales,4,3,4,4,3,3,Travel_Rarely,16,Yes,Married,16064,17,13,1,No
465,1,328,33,Female,2,Life Sciences,Laboratory Technician,Research & Development,1,3,1,4,1,4,Travel_Rarely,2,No,Married,2707,9,7,1,Yes
771,1,329,52,Male,4,Life Sciences,Manager,Sales,1,2,3,3,4,4,Non-Travel,2,Yes,Single,19068,33,7,15,No
1401,1,330,32,Female,2,Life Sciences,Sales Representative,Sales,3,3,2,3,1,3,Travel_Rarely,4,No,Married,3931,4,3,1,No
515,1,331,32,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,2,3,3,4,1,Travel_Rarely,1,Yes,Single,3730,3,2,1,Yes
1431,1,332,39,Female,4,Medical,Laboratory Technician,Research & Development,3,3,3,3,3,3,Travel_Rarely,1,No,Divorced,2232,3,2,1,No
976,1,333,32,Male,4,Marketing,Sales Executive,Sales,3,3,4,3,1,3,Non-Travel,26,No,Married,4465,3,2,2,No
1411,1,334,41,Male,2,Life Sciences,Research Scientist,Research & Development,3,3,1,3,1,2,Travel_Rarely,19,No,Divorced,3072,1,0,0,No
1300,1,335,40,Male,2,Technical Degree,Research Scientist,Research & Development,1,3,4,3,1,3,Travel_Rarely,24,No,Divorced,3319,9,8,4,No
252,1,336,45,Male,3,Other,Manager,Research & Development,3,4,4,3,3,3,Travel_Rarely,1,No,Married,19202,24,0,1,No
1327,1,337,31,Male,4,Medical,Research Director,Research & Development,2,3,3,3,1,3,Travel_Frequently,3,No,Divorced,13675,2,2,2,No
832,1,338,33,Female,4,Life Sciences,Research Scientist,Research & Development,3,2,4,3,3,2,Travel_Rarely,5,No,Married,2911,2,2,0,No
470,1,339,34,Male,4,Life Sciences,Manufacturing Director,Research & Development,4,2,1,3,2,3,Travel_Rarely,2,No,Married,5957,11,9,5,No
1017,1,340,37,Female,2,Medical,Research Scientist,Research & Development,3,2,1,3,1,2,Travel_Rarely,1,No,Married,3920,3,1,0,No
1199,1,341,45,Male,4,Life Sciences,Manufacturing Director,Research & Development,1,4,3,3,4,3,Travel_Frequently,7,No,Married,6434,3,2,0,No
504,1,342,37,Male,3,Medical,Manufacturing Director,Research & Development,1,3,3,3,2,3,Travel_Frequently,10,No,Divorced,10048,1,0,0,Yes
505,1,343,39,Female,4,Technical Degree,Healthcare Representative,Research & Development,3,3,3,4,4,3,Travel_Frequently,2,No,Single,10938,19,6,11,No
665,1,346,29,Male,3,Life Sciences,Research Scientist,Research & Development,3,3,4,3,1,3,Travel_Rarely,15,No,Single,2340,6,5,1,No
916,1,347,42,Female,2,Life Sciences,Research Scientist,Research & Development,4,4,1,3,3,3,Travel_Rarely,17,Yes,Single,6545,3,2,0,No
1247,1,349,29,Male,2,Marketing,Sales Executive,Sales,4,3,4,3,4,3,Travel_Rarely,20,No,Divorced,6931,3,2,0,No
685,1,350,25,Female,3,Life Sciences,Manufacturing Director,Research & Development,1,3,3,3,4,3,Travel_Rarely,1,No,Married,4898,4,2,1,No
269,1,351,42,Female,3,Medical,Laboratory Technician,Research & Development,4,2,1,3,3,3,Travel_Rarely,2,Yes,Divorced,2593,9,6,7,No
1416,1,352,40,Male,2,Medical,Research Director,Research & Development,1,3,3,3,4,3,Travel_Rarely,2,No,Divorced,19436,21,7,3,No
833,1,353,51,Male,3,Life Sciences,Research Scientist,Research & Development,3,3,4,3,2,2,Travel_Rarely,1,No,Married,2723,1,0,0,No
307,1,355,31,Male,2,Medical,Laboratory Technician,Research & Development,3,2,2,3,2,4,Travel_Frequently,29,No,Single,3479,5,4,1,Yes
1311,1,359,32,Male,3,Life Sciences,Laboratory Technician,Research & Development,2,4,2,4,3,1,Travel_Frequently,7,No,Married,2794,5,1,0,No
1327,1,361,38,Male,2,Life Sciences,Sales Executive,Sales,4,2,4,3,4,3,Non-Travel,2,No,Married,5249,8,7,7,No
128,1,362,32,Male,1,Technical Degree,Laboratory Technician,Research & Development,4,2,1,3,4,3,Travel_Rarely,2,No,Single,2176,6,2,0,No
488,1,363,46,Female,3,Technical Degree,Manager,Sales,3,1,2,3,2,2,Travel_Rarely,2,Yes,Married,16872,7,7,7,No
529,1,364,28,Male,4,Life Sciences,Laboratory Technician,Research & Development,1,3,3,3,3,1,Travel_Rarely,2,No,Single,3485,0,0,0,Yes
1210,1,366,29,Male,3,Medical,Sales Executive,Sales,1,2,2,3,2,3,Travel_Rarely,2,No,Married,6644,0,0,0,No
1463,1,367,31,Male,3,Medical,Healthcare Representative,Research & Development,2,2,4,4,2,3,Travel_Rarely,23,No,Married,5582,9,0,7,No
675,1,369,25,Male,2,Life Sciences,Healthcare Representative,Research & Development,2,4,1,3,4,3,Non-Travel,5,No,Divorced,4000,6,3,1,No
1385,1,372,45,Male,2,Medical,Healthcare Representative,Research & Development,3,3,4,3,2,3,Travel_Rarely,20,Yes,Married,13496,20,7,4,No
1403,1,373,36,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,3,4,3,3,3,Travel_Rarely,6,No,Married,3210,15,13,10,No
452,1,374,55,Male,3,Medical,Manager,Research & Development,4,3,1,3,3,3,Travel_Rarely,1,Yes,Single,19045,36,10,4,No
666,1,376,47,Male,4,Life Sciences,Manager,Research & Development,1,3,2,3,4,2,Non-Travel,29,Yes,Married,11849,10,7,9,Yes
1158,1,377,28,Male,3,Medical,Research Scientist,Research & Development,4,3,4,4,4,2,Travel_Rarely,9,No,Married,2070,5,2,0,No
228,1,378,37,Male,4,Medical,Sales Executive,Sales,3,3,4,3,2,4,Travel_Rarely,6,No,Married,6502,5,4,0,No
996,1,379,21,Male,2,Medical,Research Scientist,Research & Development,4,2,3,3,1,4,Travel_Rarely,3,No,Single,3230,3,2,1,No
728,1,380,37,Female,4,Medical,Research Director,Research & Development,1,3,4,3,1,3,Non-Travel,1,Yes,Divorced,13603,5,2,0,No
1315,1,381,35,Female,3,Life Sciences,Manager,Research & Development,2,4,2,3,2,2,Travel_Rarely,22,No,Divorced,11996,7,7,6,No
322,1,382,38,Female,2,Medical,Sales Executive,Sales,1,4,1,4,3,3,Travel_Rarely,7,Yes,Divorced,5605,8,0,7,No
1479,1,384,26,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,3,2,4,1,1,Travel_Frequently,1,No,Divorced,6397,6,5,1,No
797,1,385,50,Male,1,Life Sciences,Research Director,Research & Development,1,3,2,3,1,2,Travel_Rarely,4,No,Divorced,19144,10,4,1,No
1070,1,386,53,Male,4,Medical,Research Director,Research & Development,3,3,3,3,4,2,Travel_Rarely,3,Yes,Married,17584,5,3,1,No
635,1,387,42,Male,1,Life Sciences,Sales Executive,Sales,2,3,3,4,3,3,Travel_Rarely,1,No,Married,4907,20,16,11,No
442,1,388,29,Male,2,Life Sciences,Sales Executive,Sales,2,3,4,3,1,2,Travel_Frequently,2,No,Single,4554,10,7,0,No
147,1,389,55,Male,2,Technical Degree,Laboratory Technician,Research & Development,2,3,4,3,4,3,Travel_Rarely,20,Yes,Married,5415,10,7,0,No
496,1,390,26,Male,2,Medical,Healthcare Representative,Research & Development,1,3,1,3,3,3,Travel_Frequently,11,Yes,Married,4741,5,3,3,No
1372,1,391,37,Female,3,Life Sciences,Research Scientist,Research & Development,4,3,4,3,2,3,Travel_Rarely,1,No,Single,2115,17,12,5,No
920,1,392,44,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,3,3,4,4,1,Travel_Frequently,24,Yes,Divorced,3161,1,0,0,Yes
688,1,393,38,Male,4,Life Sciences,Healthcare Representative,Research & Development,4,3,4,3,2,3,Travel_Rarely,23,No,Divorced,5745,2,2,1,No
1449,1,394,26,Male,4,Medical,Laboratory Technician,Research & Development,1,3,2,3,4,3,Travel_Rarely,16,Yes,Divorced,2373,3,2,0,Yes
1117,1,395,28,Female,2,Life Sciences,Research Scientist,Research & Development,4,3,4,4,4,3,Travel_Rarely,8,No,Single,3310,5,3,0,No
636,1,396,49,Female,4,Life Sciences,Research Director,Research & Development,3,3,1,3,4,3,Travel_Frequently,10,Yes,Single,18665,3,2,1,No
506,1,397,36,Male,3,Technical Degree,Research Scientist,Research & Development,3,3,2,3,4,3,Travel_Rarely,3,No,Single,4485,8,0,7,No
444,1,399,31,Female,3,Marketing,Sales Representative,Sales,4,3,2,3,3,2,Travel_Frequently,5,No,Divorced,2789,2,2,2,No
950,1,401,26,Male,4,Marketing,Sales Executive,Sales,4,2,4,3,2,3,Travel_Rarely,4,Yes,Single,5828,8,7,7,Yes
889,1,403,37,Male,3,Medical,Research Scientist,Research & Development,2,3,4,3,3,2,Travel_Frequently,9,Yes,Married,2326,4,2,1,No
555,1,404,42,Female,3,Marketing,Sales Executive,Sales,3,3,2,3,4,4,Travel_Frequently,26,No,Married,13525,20,4,4,No
230,1,405,18,Male,3,Life Sciences,Laboratory Technician,Research & Development,3,3,3,3,3,3,Travel_Rarely,3,No,Single,1420,0,0,0,Yes
1232,1,406,35,Male,3,Marketing,Sales Executive,Sales,3,3,2,3,3,2,Travel_Rarely,16,No,Married,8020,11,9,6,No
566,1,407,36,Male,4,Life Sciences,Laboratory Technician,Research & Development,3,4,4,3,4,3,Travel_Frequently,18,No,Married,3688,1,0,0,No
1302,1,408,51,Male,3,Medical,Manufacturing Director,Research & Development,4,1,2,3,4,3,Travel_Rarely,2,No,Divorced,5482,4,1,1,No
334,1,410,41,Male,4,Life Sciences,Manager,Sales,4,3,2,3,2,3,Travel_Rarely,2,No,Single,16015,22,10,0,No
812,1,411,18,Female,3,Medical,Sales Representative,Sales,4,2,3,3,1,3,Travel_Rarely,10,No,Single,1200,0,0,0,No
1476,1,412,28,Male,2,Medical,Healthcare Representative,Research & Development,2,4,1,3,3,3,Travel_Rarely,16,No,Single,5661,8,3,0,No
218,1,416,31,Male,3,Technical Degree,Sales Executive,Sales,2,4,4,3,2,2,Travel_Rarely,7,No,Married,6929,8,7,7,No
1132,1,417,39,Male,3,Medical,Healthcare Representative,Research & Development,3,4,4,3,1,2,Travel_Rarely,1,No,Divorced,9613,18,10,3,No
1105,1,419,36,Female,4,Life Sciences,Laboratory Technician,Research & Development,2,3,2,3,3,3,Non-Travel,24,No,Married,5674,9,8,0,No
906,1,420,32,Male,3,Life Sciences,Sales Executive,Sales,4,2,3,3,3,2,Travel_Rarely,7,No,Married,5484,13,8,4,No
849,1,421,38,Female,2,Life Sciences,Research Director,Research & Development,1,2,2,3,3,3,Travel_Rarely,25,No,Married,12061,10,8,0,No
390,1,422,58,Male,4,Life Sciences,Healthcare Representative,Research & Development,4,1,3,3,4,3,Non-Travel,1,Yes,Divorced,5660,5,3,1,No
691,1,423,31,Male,4,Technical Degree,Research Scientist,Research & Development,3,3,4,3,3,3,Travel_Rarely,5,Yes,Married,4821,5,2,0,No
106,1,424,31,Male,3,Human Resources,Human Resources,Human Resources,1,2,1,3,4,3,Travel_Rarely,2,No,Married,6410,2,2,1,No
1249,1,425,45,Male,3,Life Sciences,Laboratory Technician,Research & Development,1,3,1,3,1,3,Travel_Frequently,7,No,Divorced,5210,24,9,9,No
192,1,426,31,Male,4,Life Sciences,Research Scientist,Research & Development,3,3,4,3,2,1,Travel_Rarely,2,Yes,Divorced,2695,2,2,2,No
553,1,428,33,Female,4,Life Sciences,Manager,Research & Development,4,3,2,3,2,3,Travel_Frequently,5,No,Married,11878,10,6,8,No
117,1,429,39,Male,1,Medical,Manager,Research & Development,3,3,1,3,4,3,Travel_Rarely,10,Yes,Married,17068,21,9,11,No
185,1,430,43,Female,4,Life Sciences,Laboratory Technician,Research & Development,3,3,4,3,1,3,Travel_Frequently,10,No,Single,2455,8,7,1,No
1091,1,431,49,Female,2,Technical Degree,Healthcare Representative,Research & Development,3,2,3,3,4,3,Travel_Rarely,1,Yes,Single,13964,7,1,0,No
723,1,433,52,Male,4,Medical,Research Scientist,Research & Development,3,2,2,3,1,2,Travel_Rarely,8,No,Married,4941,8,2,7,Yes
1220,1,434,27,Female,3,Life Sciences,Research Scientist,Research & Development,3,3,2,3,2,2,Travel_Rarely,5,Yes,Single,2478,4,3,1,No
588,1,436,32,Female,2,Technical Degree,Sales Executive,Sales,3,2,2,3,4,3,Travel_Rarely,8,Yes,Married,5228,13,12,11,No
1377,1,437,27,Male,3,Life Sciences,Sales Executive,Sales,4,3,3,3,1,3,Travel_Rarely,2,Yes,Single,4478,5,4,0,No
691,1,438,31,Male,3,Marketing,Sales Executive,Sales,4,3,4,3,4,3,Travel_Rarely,7,No,Divorced,7547,7,7,1,No
1018,1,439,32,Female,4,Medical,Research Scientist,Research & Development,1,4,4,3,3,2,Travel_Rarely,2,No,Single,5055,7,7,0,No
1157,1,440,28,Male,4,Medical,Research Scientist,Research & Development,1,1,4,3,4,2,Travel_Rarely,2,Yes,Married,3464,3,2,2,Yes
1275,1,441,30,Female,2,Medical,Research Scientist,Research & Development,4,3,4,3,4,3,Travel_Rarely,28,No,Married,5775,10,8,1,No
798,1,442,31,Female,2,Life Sciences,Manufacturing Director,Research & Development,3,2,3,4,1,3,Travel_Frequently,7,No,Married,8943,10,9,8,No
672,1,444,39,Male,2,Medical,Manager,Research & Development,3,2,4,3,1,3,Travel_Frequently,7,No,Married,19272,21,9,13,No
1162,1,445,39,Female,2,Medical,Sales Executive,Sales,4,3,3,3,1,2,Travel_Rarely,3,Yes,Married,5238,1,0,0,Yes
508,1,446,33,Male,3,Marketing,Sales Executive,Sales,2,2,4,3,3,2,Travel_Frequently,10,No,Single,4682,7,7,0,No
1482,1,447,47,Male,5,Life Sciences,Research Director,Research & Development,4,3,3,3,2,3,Travel_Rarely,5,No,Married,18300,3,2,1,No
559,1,448,43,Female,4,Life Sciences,Laboratory Technician,Research & Development,3,2,3,3,2,4,Travel_Frequently,10,No,Divorced,5257,9,7,0,No
210,1,449,27,Male,1,Marketing,Sales Executive,Sales,3,3,2,3,4,3,Non-Travel,1,Yes,Married,6349,5,4,1,No
928,1,450,54,Female,4,Life Sciences,Research Scientist,Research & Development,4,3,3,3,4,2,Travel_Frequently,20,No,Single,4869,4,3,0,No
1001,1,451,43,Female,3,Life Sciences,Healthcare Representative,Research & Development,3,3,1,3,1,2,Travel_Rarely,7,No,Married,9985,1,0,0,No
549,1,452,45,Male,4,Other,Research Scientist,Research & Development,4,3,4,3,1,3,Travel_Rarely,8,No,Married,3697,10,9,9,No
1124,1,453,40,Male,2,Medical,Sales Executive,Sales,2,1,4,4,3,2,Travel_Rarely,1,Yes,Married,7457,4,3,0,No
318,1,454,29,Male,4,Other,Laboratory Technician,Research & Development,2,1,1,3,4,2,Travel_Rarely,8,Yes,Married,2119,7,7,0,Yes
738,1,455,29,Male,5,Other,Laboratory Technician,Research & Development,2,2,4,3,3,3,Travel_Rarely,9,No,Single,3983,3,2,2,No
570,1,456,30,Female,3,Marketing,Sales Executive,Sales,4,2,3,3,3,3,Travel_Rarely,5,No,Divorced,6118,10,9,1,No
1130,1,458,27,Female,4,Marketing,Sales Executive,Sales,2,3,2,3,1,3,Travel_Rarely,8,No,Married,6214,8,7,0,No
1192,1,460,37,Male,2,Medical,Manufacturing Director,Research & Development,4,3,4,3,3,2,Travel_Rarely,5,No,Divorced,6347,6,2,0,No
343,1,461,38,Male,2,Life Sciences,Research Director,Research & Development,3,2,4,3,2,3,Travel_Rarely,15,Yes,Divorced,11510,11,10,2,No
1232,1,462,31,Female,4,Medical,Manufacturing Director,Research & Development,3,3,4,3,3,2,Travel_Rarely,7,Yes,Single,7143,11,9,4,No
144,1,463,29,Female,1,Marketing,Sales Executive,Sales,4,2,2,3,1,3,Travel_Rarely,10,Yes,Divorced,8268,7,7,1,No
1296,1,464,35,Male,4,Technical Degree,Manufacturing Director,Research & Development,3,3,2,3,4,3,Travel_Rarely,5,No,Single,8095,16,6,0,No
1309,1,465,23,Male,1,Life Sciences,Research Scientist,Research & Development,3,3,4,3,3,2,Travel_Rarely,26,No,Divorced,2904,4,2,0,No
483,1,466,41,Male,3,Medical,Manufacturing Director,Research & Development,4,2,2,3,4,3,Travel_Rarely,6,Yes,Single,6032,5,4,1,No
1309,1,467,47,Male,1,Medical,Sales Representative,Sales,2,3,3,3,1,3,Travel_Frequently,4,No,Single,2976,0,0,0,No
810,1,468,42,Female,5,Life Sciences,Research Director,Research & Development,1,3,4,3,2,3,Travel_Rarely,23,No,Single,15992,1,0,0,No
746,1,469,29,Male,3,Life Sciences,Sales Executive,Sales,4,3,3,3,1,2,Non-Travel,2,No,Married,4649,4,3,0,No
544,1,470,42,Male,1,Technical Degree,Human Resources,Human Resources,3,3,3,3,3,3,Travel_Rarely,2,Yes,Divorced,2696,3,2,1,No
1062,1,471,32,Female,3,Medical,Laboratory Technician,Research & Development,3,3,2,3,3,3,Travel_Rarely,2,No,Married,2370,8,0,0,No
530,1,473,48,Female,1,Medical,Manager,Sales,1,3,3,4,2,1,Travel_Rarely,29,No,Married,12504,0,0,0,No
1319,1,474,37,Male,3,Medical,Research Scientist,Research & Development,3,4,1,3,1,3,Travel_Rarely,6,Yes,Divorced,5974,7,7,6,No
641,1,475,30,Female,2,Technical Degree,Sales Executive,Sales,4,3,3,3,2,4,Non-Travel,25,Yes,Married,4736,2,2,2,No
933,1,476,26,Male,3,Life Sciences,Sales Executive,Sales,3,3,3,3,2,3,Travel_Rarely,1,No,Married,5296,8,7,7,No
1332,1,477,42,Male,4,Other,Healthcare Representative,Research & Development,1,2,4,4,2,3,Travel_Rarely,2,No,Single,6781,1,0,0,No
756,1,478,21,Female,1,Technical Degree,Sales Representative,Sales,1,2,2,3,3,3,Travel_Frequently,1,Yes,Single,2174,3,2,1,Yes
845,1,479,36,Female,5,Medical,Sales Executive,Sales,4,3,4,3,2,3,Non-Travel,1,No,Single,6653,1,0,0,No
541,1,481,36,Male,4,Medical,Sales Executive,Sales,1,2,4,3,1,3,Travel_Frequently,3,No,Married,9699,13,9,1,No
593,1,482,57,Male,4,Medical,Healthcare Representative,Research & Development,4,3,3,3,3,3,Travel_Rarely,1,No,Married,6755,3,2,1,No
