name,japanese_name,generation,classfication,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,attack,defense,sp_attack,sp_defense,capture_rate,experience_growth,speed,height_m,weight_kg,hp,pokedex_number,is_legendary
Magnemite,Coilコイル,1,Magnet Pokémon,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,5120,70,325,35,70,95,55,190,1000000,45,0.3,6.0,25,81,No
Magneton,Rarecoilレアコイル,1,Magnet Pokémon,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,5120,70,465,60,95,120,70,60,1000000,70,1.0,60.0,50,82,No
Farfetch'd,Kamonegiカモネギ,1,Wild Duck Pokémon,normal,flying,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,377,90,55,58,62,45,1000000,60,0.8,15.0,52,83,No
Doduo,Dodoドードー,1,Twin Bird Pokémon,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,310,85,45,35,35,190,1000000,75,1.4,39.2,35,84,No
Dodrio,Dodorioドードリオ,1,Triple Bird Pokémon,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120,70,470,110,70,60,60,45,1000000,110,1.8,85.2,60,85,No
Seel,Pawouパウワウ,1,Sea Lion Pokémon,water,,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,325,45,55,45,70,190,1000000,45,1.1,90.0,65,86,No
Dewgong,Jugonジュゴン,1,Sea Lion Pokémon,water,ice,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,475,70,80,70,95,75,1000000,70,1.7,120.0,90,87,No
Grimer,Betbeterベトベター,1,Sludge Pokémon,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,325,80,50,40,50,190,1000000,25,,,80,88,No
Muk,Betbetonベトベトン,1,Sludge Pokémon,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,500,105,75,65,100,75,1000000,50,,,105,89,No
Shellder,Shellderシェルダー,1,Bivalve Pokémon,water,,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,305,65,100,45,25,190,1250000,40,0.3,4.0,30,90,No
Cloyster,Parshenパルシェン,1,Bivalve Pokémon,water,ice,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120,70,525,95,180,85,45,60,1250000,70,1.5,132.5,50,91,No
Gastly,Ghosゴース,1,Gas Pokémon,ghost,poison,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120,70,310,35,30,100,35,190,1059860,80,1.3,0.1,30,92,No
Haunter,Ghostゴースト,1,Gas Pokémon,ghost,poison,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120,70,405,50,45,115,55,90,1059860,95,1.6,0.1,45,93,No
Gengar,Gangarゲンガー,1,Shadow Pokémon,ghost,poison,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,5120,70,600,65,80,170,95,45,1059860,130,1.5,40.5,60,94,No
Onix,Iwarkイワーク,1,Rock Snake Pokémon,rock,ground,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,6400,70,385,45,160,30,45,45,1000000,70,8.8,210.0,35,95,No
Drowzee,Sleepeスリープ,1,Hypnosis Pokémon,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,328,48,45,43,90,190,1000000,42,1.0,32.4,60,96,No
Hypno,Sleeperスリーパー,1,Hypnosis Pokémon,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120,70,483,73,70,73,115,75,1000000,67,1.6,75.6,85,97,No
Krabby,Crabクラブ,1,River Crab Pokémon,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,325,105,90,25,25,225,1000000,50,0.4,6.5,30,98,No
Kingler,Kinglerキングラー,1,Pincer Pokémon,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,475,130,115,50,50,60,1000000,75,1.3,60.0,55,99,No
Voltorb,Biriridamaビリリダマ,1,Ball Pokémon,electric,,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,330,30,50,55,55,190,1000000,100,0.5,10.4,40,100,No
Electrode,Marumineマルマイン,1,Ball Pokémon,electric,,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120,70,490,50,70,80,80,60,1000000,150,1.2,66.6,60,101,No
Exeggcute,Tamatamaタマタマ,1,Egg Pokémon,grass,psychic,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,5120,70,325,40,80,60,45,90,1250000,40,0.4,2.5,60,102,No
Exeggutor,Nassyナッシー,1,Coconut Pokémon,grass,psychic,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,5120,70,530,105,85,125,75,45,1250000,45,,,95,103,No
Cubone,Karakaraカラカラ,1,Lonely Pokémon,ground,,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120,70,320,50,95,40,50,190,1000000,35,0.4,6.5,50,104,No
Marowak,Garagaraガラガラ,1,Bone Keeper Pokémon,ground,fire,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120,70,425,80,110,50,80,75,1000000,45,,,60,105,No
Hitmonlee,Sawamularサワムラー,1,Kicking Pokémon,fighting,,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,455,120,53,35,110,45,1000000,87,1.5,49.8,50,106,No
Hitmonchan,Ebiwalarエビワラー,1,Punching Pokémon,fighting,,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400,70,455,105,79,35,110,45,1000000,76,1.4,50.2,50,107,No
Lickitung,Beroringaベロリンガ,1,Licking Pokémon,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,385,55,75,60,75,45,1000000,30,1.2,65.5,90,108,No
Koffing,Dogarsドガース,1,Poison Gas Pokémon,poison,,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,340,65,95,60,45,190,1000000,35,0.6,1.0,40,109,No
Weezing,Matadogasマタドガス,1,Poison Gas Pokémon,poison,,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120,70,490,90,120,85,70,60,1000000,60,1.2,9.5,65,110,No
Rhyhorn,Sihornサイホーン,1,Spikes Pokémon,ground,rock,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,5120,70,345,85,95,30,30,120,1250000,25,1.0,115.0,80,111,No
Rhydon,Sidonサイドン,1,Drill Pokémon,ground,rock,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,5120,70,485,130,120,45,45,60,1250000,40,1.9,120.0,105,112,No
Chansey,Luckyラッキー,1,Egg Pokémon,normal,,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,140,450,5,5,35,105,30,800000,50,1.1,34.6,250,113,No
Tangela,Monjaraモンジャラ,1,Vine Pokémon,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,435,55,115,100,40,45,1000000,60,1.0,35.0,65,114,No
Kangaskhan,Garuraガルーラ,1,Parent Pokémon,normal,,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,590,125,100,60,100,45,1000000,100,2.2,80.0,105,115,No
Horsea,Tattuタッツー,1,Dragon Pokémon,water,,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,295,40,70,70,25,225,1000000,60,0.4,8.0,30,116,No
Seadra,Seadraシードラ,1,Dragon Pokémon,water,,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,440,65,95,95,45,75,1000000,85,1.2,25.0,55,117,No
Goldeen,Tosakintoトサキント,1,Goldfish Pokémon,water,,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,320,67,60,35,50,225,1000000,63,0.6,15.0,45,118,No
Seaking,Azumaoアズマオウ,1,Goldfish Pokémon,water,,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,450,92,65,65,80,60,1000000,68,1.3,39.0,80,119,No
Staryu,Hitodemanヒトデマン,1,Starshape Pokémon,water,,"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,340,45,55,70,55,225,1250000,85,0.8,34.5,30,120,No
Starmie,Starmieスターミー,1,Mysterious Pokémon,water,psychic,"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,5120,70,520,75,85,100,85,60,1250000,115,1.1,80.0,60,121,No
Mr. Mime,Barrierdバリヤード,1,Barrier Pokémon,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,6400,70,460,45,65,100,120,45,1000000,90,1.3,54.5,40,122,No
Scyther,Strikeストライク,1,Mantis Pokémon,bug,flying,"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6400,70,500,110,80,55,80,45,1000000,105,1.5,56.0,70,123,No
Jynx,Rougelaルージュラ,1,Humanshape Pokémon,ice,psychic,"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,6400,70,455,50,35,115,95,45,1000000,95,1.4,40.6,65,124,No
Electabuzz,Elebooエレブー,1,Electric Pokémon,electric,,"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6400,70,490,83,57,95,85,45,1000000,105,1.1,30.0,65,125,No
Magmar,Booberブーバー,1,Spitfire Pokémon,fire,,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,6400,70,495,95,57,100,85,45,1000000,93,1.3,44.5,65,126,No
Pinsir,Kailiosカイロス,1,Stagbeetle Pokémon,bug,,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6400,70,600,155,120,65,90,45,1250000,105,1.5,55.0,65,127,No
Tauros,Kentaurosケンタロス,1,Wild Bull Pokémon,normal,,"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,100,95,40,70,45,1250000,110,1.4,88.4,75,128,No
Magikarp,Koikingコイキング,1,Fish Pokémon,water,,"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1280,70,200,10,55,15,20,255,1250000,80,0.9,10.0,20,129,No
Gyarados,Gyaradosギャラドス,1,Atrocious Pokémon,water,flying,"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1280,70,640,155,109,70,130,45,1250000,81,6.5,235.0,95,130,No
Lapras,Laplaceラプラス,1,Transport Pokémon,water,ice,"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,10240,70,535,85,80,85,95,45,1250000,60,2.5,220.0,130,131,No
Ditto,Metamonメタモン,1,Transform Pokémon,normal,,"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,288,48,48,48,48,35,1000000,48,0.3,4.0,48,132,No
Eevee,Eievuiイーブイ,1,Evolution Pokémon,normal,,"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8960,70,325,55,50,45,65,45,1000000,55,0.3,6.5,55,133,No
Vaporeon,Showersシャワーズ,1,Bubble Jet Pokémon,water,,"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,8960,70,525,65,60,110,95,45,1000000,65,1.0,29.0,130,134,No
Jolteon,Thundersサンダース,1,Lightning Pokémon,electric,,"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8960,70,525,65,60,110,95,45,1000000,130,0.8,24.5,65,135,No
Flareon,Boosterブースター,1,Flame Pokémon,fire,,"['Flash Fire', 'Guts']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,8960,70,525,130,60,95,110,45,1000000,65,0.9,25.0,65,136,No
Porygon,Porygonポリゴン,1,Virtual Pokémon,normal,,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,395,60,70,85,75,45,1000000,40,0.8,36.5,65,137,No
Omanyte,Omniteオムナイト,1,Spiral Pokémon,rock,water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680,70,355,40,100,90,55,45,1000000,35,0.4,7.5,35,138,No
Omastar,Omstarオムスター,1,Spiral Pokémon,rock,water,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680,70,495,60,125,115,70,45,1000000,55,1.0,35.0,70,139,No
Kabuto,Kabutoカブト,1,Shellfish Pokémon,rock,water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680,70,355,80,90,55,45,45,1000000,55,0.5,11.5,30,140,No
Kabutops,Kabutopsカブトプス,1,Shellfish Pokémon,rock,water,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680,70,495,115,105,65,70,45,1000000,80,1.3,40.5,60,141,No
Aerodactyl,Pteraプテラ,1,Fossil Pokémon,rock,flying,"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,8960,70,615,135,85,70,95,45,1250000,150,1.8,59.0,80,142,No
Snorlax,Kabigonカビゴン,1,Sleeping Pokémon,normal,,"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,70,540,110,65,65,110,25,1250000,30,2.1,460.0,160,143,No
Articuno,Freezerフリーザー,1,Freeze Pokémon,ice,flying,"['Pressure', 'Snow Cloak']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,20480,35,580,85,100,95,125,3,1250000,85,1.7,55.4,90,144,Yes
Zapdos,Thunderサンダー,1,Electric Pokémon,electric,flying,"['Pressure', 'Static']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,20480,35,580,90,85,125,90,3,1250000,100,1.6,52.6,90,145,Yes
Moltres,Fireファイヤー,1,Flame Pokémon,fire,flying,"['Pressure', 'Flame Body']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,20480,35,580,100,90,125,85,3,1250000,90,2.0,60.0,90,146,Yes
Dratini,Miniryuミニリュウ,1,Dragon Pokémon,dragon,,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240,35,300,64,45,50,50,45,1250000,50,1.8,3.3,41,147,No
Dragonair,Hakuryuハクリュー,1,Dragon Pokémon,dragon,,"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240,35,420,84,65,70,70,45,1250000,70,4.0,16.5,61,148,No
Dragonite,Kairyuカイリュー,1,Dragon Pokémon,dragon,flying,"['Inner Focus', 'Multiscale']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,10240,35,600,134,95,100,100,45,1250000,80,2.2,210.0,91,149,No
Mewtwo,Mewtwoミュウツー,1,Genetic Pokémon,psychic,,"['Pressure', 'Unnerve']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720,0,780,150,70,194,120,3,1250000,140,2.0,122.0,106,150,Yes
Mew,Mewミュウ,1,New Species Pokémon,psychic,,['Synchronize'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720,100,600,100,100,100,100,45,1059860,100,0.4,4.0,100,151,Yes
Chikorita,Chicoritaチコリータ,2,Leaf Pokémon,grass,,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,318,49,65,49,65,45,1059860,45,0.9,6.4,45,152,No
Bayleef,Bayleafベイリーフ,2,Leaf Pokémon,grass,,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,405,62,80,63,80,45,1059860,60,1.2,15.8,60,153,No
Meganium,Meganiumメガニウム,2,Herb Pokémon,grass,,"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120,70,525,82,100,83,100,45,1059860,80,1.8,100.5,80,154,No
Cyndaquil,Hinoarashiヒノアラシ,2,Fire Mouse Pokémon,fire,,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,309,52,43,60,50,45,1059860,65,0.5,7.9,39,155,No
Quilava,Magmarashiマグマラシ,2,Volcano Pokémon,fire,,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,405,64,58,80,65,45,1059860,80,0.9,19.0,58,156,No
Typhlosion,Bakphoonバクフーン,2,Volcano Pokémon,fire,,"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120,70,534,84,78,109,85,45,1059860,100,1.7,79.5,78,157,No
Totodile,Waninokoワニノコ,2,Big Jaw Pokémon,water,,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,314,65,64,44,48,45,1059860,43,0.6,9.5,50,158,No
Croconaw,Alligatesアリゲイツ,2,Big Jaw Pokémon,water,,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,405,80,80,59,63,45,1059860,58,1.1,25.0,65,159,No
Feraligatr,Ordileオーダイル,2,Big Jaw Pokémon,water,,"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120,70,530,105,100,79,83,45,1059860,78,2.3,88.8,85,160,No
Sentret,Otachiオタチ,2,Scout Pokémon,normal,,"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,215,46,34,35,45,255,1000000,20,0.8,6.0,35,161,No
Furret,Ootachiオオタチ,2,Long Body Pokémon,normal,,"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,415,76,64,45,55,90,1000000,90,1.8,32.5,85,162,No
Hoothoot,Hohoホーホー,2,Owl Pokémon,normal,flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840,70,262,30,30,36,56,255,1000000,50,0.7,21.2,60,163,No
