tweet,class,polarity,hate,target,aggressiveness
"@Frank_Cuesta Donde está la ""marioneta Greta""?, de paseito de nuevo en catamaran?, no trabaja, no colabora, tampoco estudia, a qué se dedica la nena? a dar charlas ""vacias"" sobre calentamiento global??? YO si tengo la cabeza CALIENTE de escuchar sus grititos de monjita histérica!!!. Pobretica",Yes violence,negative,hateful,targeted,aggressive
"@cayetanaAT Ves para Argentina que falta gente, payasa",Yes violence,negative,hateful,no targeted,no aggressive
"Le dije: te regalo mi corazón y la hija de puta lo tomó literal.

*Ojo con los que se la pasan prometiendo bajar la luna que las consecuencias podrían ser catastróficas y Greta Thumberg se encabrona mal. https://t.co/7fTsofUX12",Yes violence,negative,no hateful,no targeted,no aggressive
@InesArrimadas @jguaido Y a ti qué cojones te importa. SO PAYASA!!!!,Yes violence,negative,hateful,targeted,aggressive
"SIEMPRE GENIAL BOLSONARO..!!!
JA..JA..!!!
CLARO QUE ES UNA MOCOSA Y CON UNA CARA DE ODIO QUE NO SE AGUANTA..!!! https://t.co/fIBBKPWqJq",Yes violence,negative,hateful,targeted,aggressive
"@DarthVaderATM Tu puta madre Greta, déjame en Paz!..",Yes violence,negative,no hateful,no targeted,no aggressive
"@monasterioR @julia_otero Querida @monasterioR,
Con todo el respeto, quería decirle que usted está muy loca del coño, pero muy loca.
Es verla en televisión y es que da miedo con su extraña hiperactividad y falta de coherencia en su discurso. Por favor vaya a un buen profesional. Respeto y saludos.",Yes violence,negative,no hateful,no targeted,no aggressive
Greta Thunberg deja de joder y ve a estudiar estupida,Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas Eres la mejor payasa de este circo llamado España. De verdad. Felicidades. Eres como Jesucristo pero convirtiendo el agua en gasolina. Brillante. Explosivo. Como solo la mejor pirómana podría hacerlo. Los que no queremos ver un gobierno estable te lo agradecemos. 👏👏👏😍😚😉👍,Yes violence,neutral,no hateful,no targeted,no aggressive
"@LaFallaras @MagdalenaProust @AnagramaEditor Pues hala, que se lo traguen los que quieran.... me recuerdas muchísimo a la loca de la madre de Carrie en la película... fanática hasta los huesos.",Yes violence,negative,no hateful,no targeted,no aggressive
"@cayetanaAT Hija de la GRAN PUTA, dedícate a celebrar san Franquito..... Es lo tuyo",Yes violence,negative,hateful,targeted,aggressive
@greta_lo Que cabrona la greta jajajaja https://t.co/klMOTcGYp7,Yes violence,neutral,hateful,targeted,aggressive
@InesArrimadas Frenate tu loca nazi!!!! Vas por muy mal camino!!!!,Yes violence,negative,hateful,targeted,aggressive
"El por culo q están dando con la @GretaThunberg ( una puta cria q va dando lecciones de moral y es la primera q no hace nada ) , las palabras vuelan y se las lleva el viento . Ns como hay subnormales q se creen las cosas de esta payasa",Yes violence,negative,no hateful,no targeted,no aggressive
"@Irene_Montero_ Lo dice la de ""rodea el congreso"", ""alerta antifascista"". Lo dice la experta en los ""scratches"". Eres patética.",Yes violence,negative,hateful,targeted,no aggressive
"Si después d escuchar los audios y d leerte la sentencia del caso de los jugadores del Arandina sigues defendiendo a la chica,tienes un problema grave. No por na,sino xq son pruebas q las estás viendo en tu puta cara

Y ojo,no defender a la chica no significa defender a los otros",Yes violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras Ando un poco perdido.
Cuando te refieres a la adolescente violada te refieres a la golfa esa de la que hablan en las redes?",Yes violence,negative,no hateful,no targeted,no aggressive
IGUAL GRETA COZZOLINO LA PUTA MADRE KE MUJER pero bueno ella tmb es simpática al menos (?,Yes violence,positive,no hateful,no targeted,no aggressive
@monasterioR @24h_tve Eres tonta pa' aburrir además de ignorante y demagogia patética .,Yes violence,negative,hateful,targeted,aggressive
Bolsonaro llama «mocosa» a Greta Thunberg tras sus críticas a los asesinatos de indígenas en Brasil https://t.co/0Csgha2M6o #EpicFail #TontosSinFronteras #PoliticosSinVergüenza #PaisDeSamba,Yes violence,negative,no hateful,no targeted,no aggressive
"@Antonio_CotaR @mimendalirenda @24h_tve @GretaThunberg No seas analfabeto por favor ...

La prox vez necesites un cirujano llamas a una actriz de cabaret, ya que piensas que así se maneja el tema 

Esta histérica Ni presenta evidencia ni transmite nada .  Es eso, mas nada ... histeria colectiva.",Yes violence,negative,no hateful,no targeted,no aggressive
@AnabelAlonso_of Estúpida e imbécil,Yes violence,negative,hateful,targeted,aggressive
"@dieeegonzzalezz Greta Thunberg, no es nada en contra del ecologismo estoy a favor esque la puta niña repelente me cae mu mal",Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Ostia tú, una payasa",Yes violence,negative,hateful,targeted,aggressive
@RevistaSemana @GretaThunberg @SosSemana Pendeja no se baña y hablando guevonadas https://t.co/ldq8OV1ML3,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Ni loby ,ni loba , eres payasa comunista, por cierto el comunismo está penado en la zona euro aplícate el cuento.",Yes violence,negative,hateful,targeted,aggressive
@cayetanaAT perra!,Yes violence,neutral,hateful,targeted,aggressive
@LeticiaDolera Eres la tía más patética que he visto,Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas Pero que dices loca!! 😂😂😂 https://t.co/FXjEqit2KX,Yes violence,neutral,hateful,targeted,aggressive
@cayetanaAT ¿Usted habla de odio?. Su discurso agitando a la extrema derecha debería de no dejarla dormir. Es patética!,Yes violence,negative,hateful,targeted,aggressive
"Marico quien coño de tu puta madre es greta? Q aporta ella? Q dice de bueno? Tu crees q esa maldita tiene el conocimiento para enfrentarse a una persona como Trump? D bolas que no, es la tipica carajita envidiosa y resentida q busca fama a base d ser un juguete de los democratas https://t.co/HEVVy0fjBA",Yes violence,negative,hateful,targeted,aggressive
algo así tenes que hacer @GretaThunberg y no solo poner cara de pelotuda en los discursos! https://t.co/6hfAn2PUUj,Yes violence,negative,hateful,targeted,aggressive
"@LeticiaDolera Pero a ver, desde cuando tu opinión es importante?
Vete a despedir a embarazadas payasa de mierda",Yes violence,negative,hateful,targeted,aggressive
"@Irene_Montero_ Chica, cada día eres más golfa.",Yes violence,negative,hateful,no targeted,no aggressive
@AnabelAlonso_of Eres una puta bocazas... ve yendo al geriátrico que estas ya un poco en plan abuela cascarrabias,Yes violence,negative,hateful,no targeted,aggressive
"@AnabelAlonso_of 133 muertes, por el momento y usted no se muere de vergüenza? De verdad es tan estúpida?",Yes violence,negative,hateful,targeted,aggressive
"@24h_tve @GretaThunberg Payasa mocosa, títere del progresismo comunista.",Yes violence,negative,hateful,targeted,aggressive
"@_esther_sanz @harryelsocio Ostras! El novio ideal de Greta Majareta! Un First Dates ya, por favor. 
Pero con subtítulos, o solo le entenderán en su pueblo.",Yes violence,neutral,no hateful,no targeted,no aggressive
@DocMalito777 Uhh la pendeja Greta va a llegar justito.. 😂😂 https://t.co/mBZjnCMcqs,Yes violence,neutral,hateful,targeted,aggressive
"@susanadiaz @ParlamentoAnd Pero que cerda eres Susanita,  porque no te exilias, y deja en paz a Andalucia,",Yes violence,negative,hateful,targeted,aggressive
@cayetanaAT Payasa tu si que eres sordida,Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas @Susanna8138 De verdad eres tan patética? Montapollos,Yes violence,negative,hateful,targeted,aggressive
@ELTIEMPO Greta histórica? Más bien histérica.. 🤨,Yes violence,negative,hateful,targeted,aggressive
"Greta Thunberg:
Un producto de marketing para gilipollas.
Efectivamente, la pequeña revolucionaria del clima es un timo. 
Resulta que zarpa desde Virginia en un catamarán. 
Hilo:",Yes violence,neutral,hateful,no targeted,no aggressive
yo no puedo creer esta pelotuda de greta tunver que literalmente lo unico que hizo fue decir how dare you en frente todos fue nominada al premio nobel de la paz para eso nomínenme a mi que soy re pacifico estoy todo el día acostado,Yes violence,negative,no hateful,no targeted,no aggressive
"Greta la niña ""*tonta del bote*"".
https://t.co/bH58WjpEPk",Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas Valiente hay que ser para aguantarte a ti. Loca!!!,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Borracha,guarra, marrana,cerda , cochina",Yes violence,negative,hateful,targeted,aggressive
"Qué cabrona eres, Greta. Cuando ya tod@s tenemos casi cerrados nuestros Tops del año, vienes tú y fastidias la lista...
#MujercitasLaPelícula va directa a lo mejor de 2019 https://t.co/6PJDakWTNH",Yes violence,negative,hateful,targeted,aggressive
La Greta Thunberg como la gran puta viendo como gastas en auto hoteles en vez de chimar ecológicamente en el monte. https://t.co/R7DWSHxgx6,Yes violence,negative,hateful,no targeted,no aggressive
"La niña del exorcista nos quiere llevar a la ruina a todos... mientras ella (y sobre todo, sus padres sin vergüenzas) viven a cuerpo del cuento y de puta madre. https://t.co/hDYpNKKP5s",Yes violence,negative,no hateful,no targeted,no aggressive
"@DohaDebates @GretaThunberg Vasayanse a la merde en francés,...........pendeja loca......OOOOOOaporte ...solo.odiosidad y locura,..una pregunta, sabe leer, o la regla de 3.....no creo.",Yes violence,negative,hateful,targeted,aggressive
@ldpsincomplejos Esto es una puta falsa y punto que se metan a greta y sus rabietas por el culo,Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras @populares @CiudadanosCs Sra.por llamarla de alguna manera,Usted no está bien de la cabeza,verdad?.Sinceramente,creo,que una persona en su sano juicio,no puede decir tantas barbaridades.
Y si no tiene ningún problema mental,es usted un bicho malo,pero malo de verdad.
Da hasta pena,ver lo patética que es.",Yes violence,negative,hateful,targeted,no aggressive
tengo un asperger que ni la puta greta,Yes violence,negative,no hateful,no targeted,no aggressive
@ElOvulo Greta se parece a esa loca chiwmosa que siempre esta de mal humor que vive en cada calle,Yes violence,negative,hateful,targeted,aggressive
@DanielValderrey Pues yo me he comprado 50 cápsulas de @nespressoES hoy. Que venga a por mí la Greta Majareta 😂,Yes violence,neutral,no hateful,no targeted,no aggressive
@harryelsocio Y el agua que se ahorra Sr. @harryelsocio . Ahora que Greta Majareta y nuestro gobierno econoprogresostenible ha declara la emergencia climática. Con este tipo de grifería son todo ventajas 😂😂😂,Yes violence,negative,no hateful,no targeted,no aggressive
42 millones de heroes que hacen mas por el medio ambiente que la pendeja de @GretaThunberg https://t.co/Un9zanBzJI,Yes violence,negative,no hateful,no targeted,no aggressive
"La Greta informa...😂😂😂😂😂 te digo yo que esta niña es medio boba!!! 😅😅😅😅 al final te digo yo, que los cubatas nos los vamos a tener que beber con las manos!!! 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️… https://t.co/ALlkhPtJRn",Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas Y tu rabiando como una perra 🤣🤣🤣🤣,Yes violence,neutral,hateful,targeted,aggressive
"@IrantzuVarela Yo lamento interferir en un debate como hombre, que me concierne lo justo como tal pese a mi concienciacion (Bonito palabro). Pero no puedo evitar decirlo, las de Hogar Social ni comunistas ni femistas ni okupas. A su puta casa",Yes violence,negative,no hateful,no targeted,no aggressive
"Qué pedo con la pinche perra bastarda Academia que no nominó a Greta por Little Women, excuse me pero así de emputada no salí cuando vi Jojo Rabbit. GRETA DESERVES MORE, PENDEJOS.",Yes violence,negative,hateful,targeted,aggressive
@monasterioR Estás como una puta regadera.,Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras Hablo la loca borracha del pueblo.,Yes violence,neutral,hateful,targeted,aggressive
"@InesArrimadas Inés, no pintas nada, payasa",Yes violence,negative,hateful,targeted,aggressive
"@InesArrimadas Presumiendo?
Que pasa que sus votos no valen Inés?
Cada vez eres más ridícula y patética.",Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas Puta,Yes violence,neutral,hateful,no targeted,no aggressive
@chelearce_ Puta 38 años de casado y ahora que me divorcie salen con esa mierda,Yes violence,negative,hateful,targeted,aggressive
@InesArrimadas es entre penosa y patética...todavía no he decidido ...unineuronal seguro...,Yes violence,negative,hateful,targeted,aggressive
"Trozo è loca...!! Una psicopata en potencia... YO VEO A GRETA como la versión adolescente femenina de ADOLF  HITLER, pero versión 2.0; ósea MÁS LOCA  y peligrosa....!!!!  Esa niña por los pasos que va, le saldrá psiquiátrico con camisa de fuerza incluida..... https://t.co/VCXUZqvMkF",Yes violence,negative,hateful,targeted,aggressive
"@IrantzuVarela que payasa usar tu influencia para joderle el trabajo a demas personas, no vales ni un duro como persona.",Yes violence,negative,hateful,targeted,aggressive
"@LaFallaras Igual que tú, payasa",Yes violence,negative,hateful,targeted,aggressive
@LaFallaras Según he escuchado por las cantinas y los bares... más que loba usted es un poco zorra.,Yes violence,neutral,hateful,targeted,aggressive
"@InesArrimadas no le llegas a Lastra ni a la suela del zapato maja! Te gana en dignidad, en educación, discurso y en prácticamente todo, enhorabuena por tu irrelevancia, patética 😘",Yes violence,negative,no hateful,no targeted,no aggressive
"Porque @GretaThunberg es una puta mentira, es un simple títere. https://t.co/QBS8lUWiOa",Yes violence,negative,no hateful,no targeted,no aggressive
@LaFallaras MHP Puigdemont I Torra en el mismo saco que los Puyol... has perdido el juicio te has vuelto loca i te fumaste lo que dejo Albert Ribera en un cenicero...😜,Yes violence,negative,no hateful,no targeted,no aggressive
"@elespectador @GretaThunberg @RevistaCromos La Greta loca a la carrera, pero por el billete sin más comentarios y punto.",Yes violence,neutral,no hateful,no targeted,no aggressive
"@AnabelAlonso_of Hola, hija de puta.",Yes violence,neutral,hateful,targeted,aggressive
@GretaThunberg @AliciaCastroAR Que mal que me cae ésta pendeja,Yes violence,negative,hateful,targeted,aggressive
no puede ser tan linda Greta la puta madre,Yes violence,negative,no hateful,no targeted,no aggressive
